10,100,7.304909
10,1000,61.473584
10,10000,599.286074
10,100000,5947.704694
50,100,2.648718
50,1000,24.982390
50,10000,247.241994
50,100000,2477.136355
100,100,2.670481
100,1000,24.934733
100,10000,246.772846
100,100000,2484.174197
